Contig	T0_A Trimmed Mean	T0_B Trimmed Mean	T0_C Trimmed Mean	T1H218OP_A Trimmed Mean	T1H218OP_B Trimmed Mean	T1H218OP_C Trimmed Mean	T1H218O_A Trimmed Mean	T1H218O_B Trimmed Mean	T1H218O_C Trimmed Mean	T1H2OP_A Trimmed Mean	T1H2OP_B Trimmed Mean	T1H2OP_C Trimmed Mean	T1H2O_A Trimmed Mean	T1H2O_B Trimmed Mean	T1H2O_C Trimmed Mean	T2H218OP_A Trimmed Mean	T2H218OP_B Trimmed Mean	T2H218OP_C Trimmed Mean	T2H218O_A Trimmed Mean	T2H218O_B Trimmed Mean	T2H218O_C Trimmed Mean	T2H2OP_A Trimmed Mean	T2H2OP_B Trimmed Mean	T2H2OP_C Trimmed Mean	T2H2O_A Trimmed Mean	T2H2O_B Trimmed Mean	T2H2O_C Trimmed Mean	T3H218OP_A Trimmed Mean	T3H218OP_B Trimmed Mean	T3H218OP_C Trimmed Mean	T3H218O_B Trimmed Mean	T3H218O_C Trimmed Mean	T3H2OP_A Trimmed Mean	T3H2OP_B Trimmed Mean	T3H2OP_C Trimmed Mean	T3H2O_A Trimmed Mean	T3H2O_B Trimmed Mean	T3H2O_C Trimmed Mean
NODE_33564_length_2579_cov_11.955645	0	0	0	287.3475	273.38135	206.02515	0	0	0	69.067215	0	0	93.5048	64.71925	49.504803	37.181526	47.400547	65.32739	17.040695	0	0	41.91358	66.48468	74.6406	2.8097851	8.60631	0	14.819844	13.295382	12.3539095	0	0	64.89392	0	0	0	0	21.50343
NODE_33653_length_1512_cov_4.575372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.585645	0	14.292822	0	0	0	0	0	0	0	0	0	17.875204	0	0	0	0	0	0	0	0	0
NODE_33782_length_2760_cov_7.697858	38.923405	0	31.538723	0	0	0	0	0	0	0	0	0	0	0	0	0	35.13021	29.605532	29.608936	19.071915	31.628511	5.4314895	13.449362	17.055319	7.882979	8.897447	4.798723	0	9.681276	8.395319	6.913617	0	0	0	0	0	0	0
NODE_3411_length_5324_cov_61.475598	0	0	0	0	0	241.48412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_34427_length_2512_cov_5.910485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.483538	19.609596	32.02446	0	0	0	5.360301	31.12935	0	0	0	0	5.9430857	0	0	0	0	0	0	0
NODE_34446_length_2724_cov_8.899810	0	0	25.68982	0	0	0	0	0	0	17.719154	0	0	0	0	0	0	0	0	13.618205	4.4538393	20.276531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_34575_length_2480_cov_6.781604	0	0	0	0	0	22.940897	0	0	0	0	0	0	0	0	0	0	15.568637	0	15.122498	5.0071497	16.26692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_34921_length_1281_cov_7.247039	0	0	0	0	0	0	0	0	0	37.96369	0	0	0	0	0	0	0	0	0	0	17.690874	0	0	0	0	10.183514	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3558_length_5738_cov_18.505409	0	0	0	0	0	0	0	0	0	69.093636	47.9167	0	0	0	0	0	0	0	0	0	16.3497	0	0	0	7.5840955	11.467396	0	0	0	0	0	0	0	0	0	0	0	0
NODE_35714_length_2656_cov_7.654673	0	0	21.76773	0	0	0	0	0	0	13.4539	0	0	0	0	0	0	8.877216	0	6.871454	0	25.893618	0	0	0	0	5.703901	0	0	0	0	0	0	0	0	0	0	0	0
NODE_36594_length_2610_cov_15.322581	0	0	0	0	0	0	0	0	137.76196	41.0944	46.568203	0	0	0	0	0	0	0	37.60298	14.128726	59.81436	0	0	0	0	14.603885	7.0130982	0	0	0	13.159891	0	0	0	0	23.585365	0	0
NODE_3704_length_5610_cov_32.368173	0	0	0	0	0	0	86.11803	48.785103	0	163.43326	97.81868	85.363045	0	0	0	0	0	0	88.61783	39.351036	156.64204	0	0	0	22.781847	42.852665	10.694953	0	0	0	15.663207	0	0	0	56.683556	68.68763	0	0
NODE_37239_length_2356_cov_10.010191	0	0	43.32427	0	0	11.598691	0	0	0	22.663645	0	0	0	0	0	0	0	0	25.823263	5.7220545	22.529205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_39002_length_1989_cov_2.320635	0	0	0	0	0	0	0	0	0	10.4272785	0	0	0	0	0	0	0	0	12.526855	4.344599	12.695836	0	0	0	0	6.8877487	3.238986	0	0	0	0	0	0	0	0	0	0	0
NODE_39750_length_2467_cov_7.779139	0	0	0	0	0	0	0	0	0	11.081456	0	0	0	0	0	0	0	0	15.990417	4.424533	16.504553	0	0	0	0	5.6588407	0	0	0	0	0	0	0	0	0	0	0	0
NODE_4050_length_5131_cov_16.375000	0	0	0	0	0	18.998661	0	0	0	35.725407	27.465982	0	0	0	0	0	24.904974	17.192059	26.26054	8.66741	44.26277	7.0051303	8.715816	17.360027	7.168414	15.080973	4.2317643	0	0	0	0	82.590454	13.348205	0	15.740576	0	0	17.77805
NODE_40908_length_1096_cov_14.615848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1467137	0	4.5633802	0	3.839202	8.605634	2.5035212	5.3814554	0	0	0	0	0	31.555164	0	0	12.5	0	13.82277	0
NODE_41478_length_2658_cov_2.533802	0	0	0	0	0	0	42.009743	0	0	15.131089	0	0	0	0	0	0	8.025686	0	0	5.8746676	23.169176	8.16829	5.3148804	7.0327725	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_4185_length_4695_cov_66.122063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8812027	19.4703	0	0	0	0	0	0	0	0	254.26472	0	0	0
NODE_42352_length_2156_cov_7.516286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.962347	0	27.378738	0	0	8.370432	1.8095238	0	0	0	0	0	7.173311	0	0	0	0	0	0	0
NODE_42856_length_2138_cov_8.485532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.763687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_4328_length_4908_cov_30.321273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.2240896	15.580532	9.667367	2.4745564	0	0	0	0	0	0	134.1529	0	0	0	0	0	13.854108
NODE_43412_length_1526_cov_1.589348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.221775	0	0	5.3008065	22.014517	0	0	22.846775	0	0	0	9.295161	0	0	0	0	0	0	0	0	0	0
NODE_43635_length_2565_cov_2.502839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.349425	0	0	0	0	10.4813795	17.128275	16.965517	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_43768_length_2153_cov_4.598832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.004992	0	0	0	0	0	8.004437	19.761509	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_44081_length_2547_cov_2.982435	0	0	0	76.30245	0	0	0	0	0	41.48958	0	0	54.90829	44.053265	0	0	16.430292	21.10792	6.760074	0	0	10.067161	22.802687	20.861973	0	0	0	6.2014823	0	0	0	0	0	0	0	0	0	0
NODE_44657_length_2468_cov_8.346560	0	0	0	0	0	16.097702	0	0	0	0	0	0	0	0	0	0	37.06657	13.752395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_4479_length_4498_cov_25.111389	0	0	0	0	0	0	0	41.29407	0	36.130814	35.05212	0	0	0	0	0	0	0	47.583546	18.64001	112.45325	0	0	0	4.600664	15.572049	6.7335205	0	0	0	9.41441	0	0	0	94.372	0	0	0
NODE_45057_length_1093_cov_8.299799	0	0	0	0	0	0	0	0	0	30.76914	0	0	0	0	0	0	0	0	14.616019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_45615_length_1085_cov_5.799189	0	0	0	0	0	0	0	0	0	19.829182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_4632_length_5968_cov_5.775089	0	0	0	0	0	14.989691	223.76862	135.81978	0	396.86847	227.74265	156.97517	142.08743	122.666664	64.13402	19.723558	118.60901	68.35471	223.17812	41.111683	156.03246	103.26441	59.233295	164.3572	21.934708	96.781784	21.157694	17.953798	23.447498	15.734822	9.469836	224.39595	47.94979	19.69435	21.159412	32.361588	43.18423	48.892708
NODE_46417_length_1073_cov_10.105749	0	0	0	0	0	0	0	0	0	38.761734	0	0	0	0	0	0	0	0	0	0	0	2.9855595	0	15.1997595	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_4659_length_4838_cov_24.380882	0	0	0	0	0	0	0	0	0	96.94005	0	0	0	0	0	0	0	0	0	0	0	2.6265402	0	0	0	0	0	0	0	0	21.644787	0	0	0	0	0	0	0
NODE_47182_length_2015_cov_3.469207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.046456	3.4192972	17.205479	0	0	0	0	11.87969	0	0	0	0	0	0	0	0	0	0	0	0
NODE_4862_length_4195_cov_21.962891	0	0	0	72.85993	97.06015	79.741554	0	0	0	37.135677	0	0	0	0	0	0	9.163966	0	0	0	0	9.745674	17.151058	19.214777	0	0	0	3.7822027	0	0	0	0	26.394398	0	0	0	0	22.683603
NODE_48635_length_2145_cov_7.517595	0	0	0	0	0	0	0	0	0	29.513634	0	0	0	0	0	0	7.3795214	0	11.711741	6.6917086	38.052864	0	0	0	0	14.077908	0	0	0	0	4.634391	0	0	0	0	0	0	0
NODE_48675_length_1188_cov_2.860422	0	0	0	0	0	0	27.523504	0	0	0	0	0	0	0	0	0	6.2158117	0	0	5.225427	18.556623	0	0	7.7478633	0	0	0	0	5.649573	0	0	0	0	0	0	0	0	0
NODE_48874_length_1041_cov_11.018047	0	0	0	0	0	0	0	0	0	45.209217	42.200497	0	0	0	0	0	4.3125777	0	21.454546	18.750935	36.296387	0	6.8841844	10.303861	5.13325	15.924035	4.947696	0	0	0	0	0	0	0	18.204233	37.684933	0	0
NODE_50226_length_1024_cov_10.616216	0	0	0	0	0	0	0	0	0	28.545685	23.208122	37.4467	0	0	0	0	0	0	17.074873	4.133249	21.664974	0	0	0	3.6573603	2.9530456	0	0	0	0	0	0	0	0	0	0	0	0
NODE_50353_length_1957_cov_7.127557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.385372	0	0	0	8.0534725	23.768286	0	10.465274	0	0	0	0	0	0	0	0	0	0	0	0
NODE_50411_length_1022_cov_5.719393	0	0	0	0	0	0	0	0	0	20.992367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_51518_length_2062_cov_8.997962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.84785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_51963_length_1805_cov_3.063306	0	0	0	0	0	45.393024	0	0	0	0	0	0	0	0	0	0	20.370892	0	0	0	0	5.132126	11.635815	0	0	0	0	6.1589537	0	0	0	0	0	0	0	0	0	0
NODE_53728_length_1086_cov_11.295846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.296207	0	0	0	0	0
NODE_55229_length_1805_cov_3.885111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.462776	0	0	0	0	0	0	0	0	0	0	0	0
NODE_55740_length_1953_cov_9.002697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.44116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_55899_length_1349_cov_1.900800	0	0	0	0	0	0	0	0	0	0	0	22.034227	0	0	0	0	0	0	11.6882515	5.015726	0	6.478261	3.520814	11.3552265	3.1008325	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_56409_length_1221_cov_3.342246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.511917	0	0	0	0	0	0	0
NODE_56688_length_1271_cov_1.538396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.574826	0	0	0	0	3.5649157	4.4003963	0	0	0	0	0	0	0	0	0	0	0
NODE_57099_length_1265_cov_1.363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1452737	0	0	0	0	0	0	0	0	0	0	0
NODE_58673_length_2032_cov_6.630109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.360094	0	0	0	0	0	0	6.3884296	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_59864_length_1860_cov_7.834753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.799351	8.077922	30.92013	0	8.253896	7.3824677	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_6104_length_4628_cov_30.960035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.38765	10.402034	17.038939	32.58234	0	26.074902	0	0	0	0	0	0	0	6.5830855	0	0	0	115.664185	0	0	0	0	0
NODE_6212_length_4834_cov_8.265892	0	0	40.935722	62.433586	0	61.067123	0	0	0	134.79958	0	0	25.483397	0	0	0	54.38496	44.8278	35.413425	29.854364	46.160343	5.3768973	7.81167	17.26186	0	0	4.454222	8.845114	40.308823	0	9.770873	0	26.642315	0	22.398245	28.89018	0	0
NODE_62550_length_1651_cov_7.710696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.749075	0	18.671354	0	0	0	0	10.017024	0	0	0	0	0	0	0	0	0	0	0	0
NODE_6344_length_3938_cov_19.412607	138.23842	70.08094	106.56276	0	0	17.07566	33.70059	0	86.787094	88.466866	111.02258	75.59707	31.3739	23.185925	17.28123	0	11.151027	13.713197	29.695309	41.16745	50.9956	8.918475	25.625513	20.92522	11.171261	32.916424	7.42522	3.82434	6.6894426	5.774194	7.2912025	0	30.26305	0	30.93431	30.15953	0	0
NODE_64713_length_1620_cov_4.295858	0	0	0	0	0	0	0	0	0	17.278702	0	0	0	0	0	0	0	0	13.378399	0	15.3119335	0	0	0	0	19.704683	0	0	0	0	5.256798	0	0	0	0	0	0	0
NODE_64925_length_1611_cov_4.718254	0	0	0	0	0	0	0	0	0	16.999239	0	0	0	0	0	0	0	0	14.144486	9.618251	15.612927	0	0	0	3.7794676	7.9391637	0	0	0	0	0	0	0	0	0	0	0	0
NODE_66312_length_1588_cov_4.903291	0	0	0	0	0	0	0	0	0	32.656635	0	0	0	0	0	0	0	0	20.008488	7.2669754	24.263117	0	0	9.107253	10.817902	24.04321	7.540895	0	0	0	0	0	0	0	0	0	0	0
NODE_66367_length_1587_cov_6.676075	0	0	0	0	0	0	0	0	0	13.101158	0	0	0	0	0	0	0	0	12.313514	4.330502	11.040927	0	0	0	2.1444016	10.400772	0	0	0	0	0	0	0	0	0	0	0	0
NODE_66414_length_1210_cov_1.040504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.486374	7.0303984	20.014675	0	0	0	5.6981134	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_66440_length_1101_cov_2.645709	0	0	0	0	0	0	0	0	0	13.8028	0	0	0	0	0	0	7.1960325	0	18.753792	13.085181	31.677946	0	12.667444	0	9.2007	11.502917	0	0	0	0	9.27888	0	0	0	0	0	0	0
NODE_66649_length_1590_cov_2.725017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.303241	0	0	0	0	0	0	11.162808	0	0	0	0	0	0	0	0	0	0	0	0
NODE_66754_length_1140_cov_1.394813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.6558294	0	0	0	0	0	0	0	0	0	16.059418	0	0
NODE_6695_length_3779_cov_96.384511	0	0	0	103.237526	144.55219	94.43373	145.01347	90.320786	366.5265	442.86502	269.74136	181.38231	73.464035	86.78298	48.385674	45.86899	112.90358	99.3315	132.01837	60.8996	260.78452	54.33272	50.28252	115.11754	35.12213	109.06306	25.84328	20.836548	31.11356	30.120907	14.712275	73.39302	86.97184	36.88491	118.417206	110.651054	80.679825	45.29691
NODE_6739_length_3760_cov_12.342256	0	0	0	0	0	0	0	0	0	46.011692	0	0	0	0	0	0	0	0	39.61846	6.8341537	24.691692	0	0	0	0	13.751693	2.8233845	0	0	0	0	0	0	0	0	0	0	0
NODE_67840_length_1878_cov_2.401349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.179949	0	12.1690235	0	0	0	0	0	0	0	10.016067	0	0	0	0	0	0
NODE_67914_length_1562_cov_6.128503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.783806	0	11.933962	0	0	0	3.7861636	8.505503	0	0	0	0	0	0	0	0	0	0	0	0
NODE_6842_length_3720_cov_13.059100	0	0	0	0	0	0	0	0	0	50.67206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_68563_length_1367_cov_2.888801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.1412945	0	3.6463082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_70385_length_1666_cov_11.225909	0	0	0	0	0	0	0	0	0	23.289898	15.251098	0	0	0	0	0	0	0	10.0241585	5.4143486	38.038067	0	0	0	4.4187407	9.909956	1.9040996	0	0	0	6.696925	0	0	0	0	0	0	0
NODE_71306_length_1511_cov_6.019830	0	0	0	0	0	0	0	0	0	27.666122	35.409798	0	0	0	0	0	0	0	21.660408	6.957551	16.24898	0	0	0	5.6465306	8.398367	6.053061	0	0	0	0	0	0	0	0	0	0	0
NODE_7135_length_7293_cov_13.093272	0	0	0	87.52216	157.17934	59.576294	248.72826	146.23923	187.9342	552.74695	161.83684	148.52605	101.027534	130.1504	78.7393	58.40442	21.201899	48.113857	85.112305	22.61907	115.51454	83.184784	112.38684	139.82315	20.024576	71.88801	14.645979	14.734017	18.902006	10.921139	13.515944	30.333334	268.71457	24.482967	71.83232	66.534294	70.709595	98.347176
NODE_72161_length_1640_cov_7.218689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.57377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_72431_length_1144_cov_1.123445	0	0	0	0	0	0	0	0	0	6.4140625	0	0	0	0	0	0	4.9319196	0	0	0	0	0	0	0	0	0	0	0	4.3002234	0	0	14.9765625	0	0	0	0	0	0
NODE_72937_length_1442_cov_5.367089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.768042	0	0	11.512887	0	12.89433	7.8015466	0	0	0	0	0	0	0	20.012028	7.0051546	0	0	0	0	0
NODE_73204_length_1522_cov_4.575545	0	0	0	0	0	0	0	0	0	0	0	0	17.101133	0	0	0	0	0	11.727346	0	11.080906	3.0720065	0	16.136732	3.8972492	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_75735_length_1454_cov_4.299631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.083475	0	0	0	0	0	0	16.693356	0	0	0	0	0	0	0	0	0	0	0	0
NODE_75941_length_1447_cov_3.463650	0	0	0	0	0	0	0	0	0	17.333618	0	0	0	0	0	0	0	0	13.924722	5.896493	17.963217	0	0	0	0	4.309666	2.6894782	0	0	0	0	0	0	0	0	0	0	0
NODE_7864_length_2745_cov_109.586168	134.19298	165.64142	92.84254	198.80745	164.22208	108.096275	937.72485	602.2486	1241.7792	3184.146	4621.726	1701.0505	171.96663	268.97818	162.77193	824.17456	182.50749	198.45485	2120.8716	431.82755	1820.7612	125.38168	99.52161	159.64955	1756.7809	1454.4236	344.08643	41.267864	57.26059	132.24005	358.095	284.0137	133.58665	83.57938	808.23236	1063.6388	139.5738	110.4617
NODE_79441_length_1362_cov_3.219319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8324175	10.545788	0	0	0	4.312271	9.4725275	29.304945	0	0	0	3.7692308	7.1703296	0	0	9.251831	12.297619	0	0	0	35.55861	22.031136
NODE_79525_length_1401_cov_10.613671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.84472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_79896_length_1397_cov_5.143297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.1656275	6.4959927	13.704363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_80975_length_1389_cov_5.400775	0	0	0	0	0	0	0	0	0	18.302597	0	0	0	0	0	0	0	0	0	0	9.2453	0	3.1217546	5.2784243	2.0286481	13.433304	2.519248	0	0	0	0	0	0	0	0	0	0	0
NODE_81131_length_1516_cov_5.529287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.318699	0	25.808943	0	0	0	3.2219512	3.4479675	2.8284552	0	0	0	0	0	0	0	0	20.755285	0	0
NODE_83817_length_1582_cov_6.861092	0	0	0	0	0	0	0	0	0	18.71938	0	29.365892	0	0	0	0	30.206202	0	0	0	0	0	0	0	2.7364342	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_84857_length_1345_cov_6.357945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.4076138	6.3231196	0	0	18.265553	0	0	0	0	0	0	0	0	0	0	0	0
NODE_85383_length_1297_cov_3.565943	0	0	0	0	0	0	0	0	0	23.121975	0	0	0	0	0	0	9.016457	0	0	0	26.939013	6.1848984	12.909003	10.704743	0	11.133592	0	0	0	0	0	14.798645	0	0	0	0	0	9.385285
NODE_85565_length_1028_cov_2.166846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.030303	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_85580_length_1028_cov_1.920344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.65909	0	11.280303	0	0	0	7.6022725	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_86001_length_1334_cov_3.557895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.810507	0	9.637898	0	0	0	2.0037522	10.5337715	0	0	0	0	0	0	0	0	0	0	0	0
NODE_87227_length_1443_cov_6.127232	0	0	0	0	0	0	0	0	0	0	30.242918	0	0	0	0	0	0	0	41.570816	0	27.496138	0	0	0	2.5107296	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_87324_length_1442_cov_4.221147	0	0	0	0	0	0	0	0	0	19.184708	0	0	0	0	0	0	0	0	12.356529	9.329897	16.506872	0	0	9.49055	1.7474227	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_90228_length_1503_cov_3.624644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.601313	0	21.558655	0	0	0	0	0	0	0	0	0	14.368335	0	0	0	0	0	0	0	0	0
NODE_9088_length_4677_cov_4.245522	0	0	0	0	0	0	0	0	0	48.474846	0	0	0	0	0	0	13.4	14.764172	57.174477	19.425766	97.40981	7.318037	20.216442	21.989202	16.584295	42.945522	14.008834	3.8446627	0	0	6.7884665	24.908957	0	0	19.827976	0	0	0
NODE_91750_length_1485_cov_5.761183	26.78803	0	18.532835	0	0	0	0	0	0	0	0	0	0	0	0	0	19.172901	0	11.635079	3.7215295	20.363258	5.1221943	0	13.025769	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_91989_length_1392_cov_9.104408	0	0	0	0	0	7.980322	0	0	0	22.714668	0	21.10644	0	0	0	0	0	0	11.443649	7.3264756	33.58408	0	0	0	3.2772808	10.588551	3.3881931	0	0	0	0	0	0	0	0	0	0	0
NODE_9324_length_3021_cov_13.965092	0	0	0	0	0	0	0	0	0	54.20967	0	0	0	0	0	0	19.891296	0	0	6.9736943	27.102514	6.89207	14.798066	26.319149	5.1121855	13.614313	4.964023	0	0	0	0	0	0	0	11.711799	0	0	0
NODE_94091_length_1115_cov_3.398622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5224395	0	0	0	0	0	3.9620254	0	0	0	0	0	0	0	0	0	0	0	0
NODE_94146_length_1150_cov_6.067555	0	0	0	0	0	0	0	0	0	0	31.143333	0	0	0	0	0	6.0555553	17.367777	14.652223	7.3233333	17.044445	4.9144444	0	4.342222	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_95414_length_1240_cov_4.327783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.765783	6.3900204	0	0	0	0	0	8.231161	0	0	0	0	0	0	0	0	0	0	0	0
NODE_96830_length_1232_cov_3.812004	0	0	0	0	0	0	0	0	0	11.836756	0	0	0	0	0	0	0	0	4.6601644	0	6.103696	1.690965	8.7782345	7.7956877	0	5.1960983	0	0	0	0	0	20.392197	0	0	0	0	7.5574946	0
NODE_9712_length_5855_cov_18.495136	0	0	0	0	0	0	0	0	0	35.329502	44.38228	46.66232	0	0	0	0	0	0	86.15657	5.4940605	32.554626	0	6.324635	10.251411	0	38.449657	0	0	0	0	0	0	0	0	0	0	0	0
NODE_98279_length_1415_cov_4.756079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.488148	0	12.798068	0	15.907814	0	8.643547	17.730465	0	5.0368743	0	0	3.741001	9.143986	0	32.501316	10.112379	0	0	0	0	0
NODE_9859_length_5906_cov_4.810229	0	0	0	0	0	12.435353	0	0	0	44.95349	0	0	0	0	0	0	25.563103	0	50.280586	7.934388	44.658047	7.5883827	15.609803	27.277498	4.294481	19.729834	0	0	0	0	0	40.465843	15.290622	0	0	0	0	0
NODE_99401_length_1323_cov_4.068627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.00946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_99476_length_1322_cov_6.769419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.087122	0	26.45928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_99656_length_1075_cov_3.011270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9555821	8.801921	0	7.845138	0	0	0	13.141657	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_9967_length_5990_cov_49.996265	0	0	0	76.8242	78.65982	0	0	0	0	122.07763	0	0	91.88394	79.54262	43.157154	25.830479	31.80993	52.83181	18.416477	0	20.283106	97.42713	127.91971	227.17447	6.9113393	18.075342	0	16.77854	17.200724	9.936454	0	74.71157	267.11017	0	0	0	64.520546	87.72698
NODE_99877_length_1167_cov_3.077715	35.841877	0	33.06434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.152672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2334_length_6181_cov_11.367642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127.805855	0	59.41315	0	19.537668	5.3256583	6.2823725	0	0	0	0	9.594216	8.787622	0	0	0	0	0	0	0	0	0
NODE_6_length_121281_cov_168.096665__full_1	641.7405	511.37878	548.1583	0	0	0	0	0	0	0	0	0	0	0	0	0	9.640337	14.122875	33.298504	23.248484	53.963978	8.025024	13.735623	28.942963	8.382348	19.775433	6.2623854	5.8446803	16.425585	11.691756	12.832864	34.365467	32.324383	0	18.918118	34.376244	29.05821	28.225939
